act, ear, blade, afternoon, zinc, degree, flag, quarter, tin, grade, angle, ship, hot, caption, prison, mitten, knife
fd, 2, -377511, 97583.813477, , 708373859, 0, 0, 1, 0, -0.000061, 10, 0, -13019.259766, d, 0, 85
fe, 14, 699864215, 0.395508, slip, 49598899, 0, 1, 1, 1, 0.001587, 30, 0, -13602.520508, Z, 0, 377774086335590019
fe, 3, 37, 0.395508, prose, 49598899, 1, 0, 1, 0, -1.283966, 10, 0, -13602.520508, Z, 1, 179355635
f3, 2, 1, -0.006836, shelf, 1734593, 1, 0, 0, 0, -0.000031, 2, 1, -14435.181641, V, 0, 1654176576
2d, 56, 99448629, 2.682129, copper, 103, 0, 1, 0, 1, 144.909424, 12695, 0, -16036.246094, 7, 0, 2
ff, 61, 97, -250896.652832, ant, 494668, 0, 1, 0, 0, 0.000732, 3567, 1, -20041.466797, 5, 0, 3497645421
ff, 52, 32, -0.017578, ant, 494668, 1, 1, 0, 0, 0.000031, 109, 1, -20041.466797, 5, 1, 11487195138
ff, 61, -1, 0.928223, ant, 494668, 0, 0, 0, 0, 124.586304, 109, 1, -20041.466797, 5, 0, 11487195138
6, 189, 678144, -0.000488, touch, 37977, 1, 0, 0, 0, -1.781586, 0, 0, -23690.675781, /, 1, 2681762601841
fc, 15, 284, 86.832520, yarn, 61869, 0, 1, 0, 0, -95.835449, 16, 1, -23690.675781, w, 1, 748212556581669
fc, 15, 678144, -0.000488, touch, 37977, 0, 0, 0, 0, -0.000000, 1415, 1, -23690.675781, w, 1, 748212556581669
e, 30, -12, 49754.351074, flower, 60571, 1, 0, 1, 0, -0.000488, 5531, 1, -30288.998047, c, 0, 12966
